PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2023-0384,09/01/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury) | Firearm (Exhibited) | Other,L1 | L1 | L1,Unknown,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,29 | 33 | 33,7 | 5 | 5,0 feet to 1 feet,Male,Black,20,Small,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0385,09/01/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes | Yes | Yes,Black | Black | White | White | Black,Male | Male | Male | Male | Male,28 | 28 | 34 | 34 | 25,5 | 5 | 5 | 5 | 3,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,20 | 19,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Weapon Exhibited,No | No | No | No | No
FTN2023-0387,09/02/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Pedestrian Stop,Good,Clear Conditions,CEW Deployment,L2,Unknown,No,White,Male,46,0,11 feet to 14 feet,Male,Black,0,Large,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No
FTN2023-0388,09/03/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | No,Black | Not Specified,Male | Male,28 | 32,5 | 5,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black, | 15,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No
FTN2023-0389,09/04/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Poor,Clear Conditions,Takedown (no injury) | Force (Take Down) | Firearm (Exhibited),L1 | L2 | L1,None detected | None detected | None detected,Yes | Yes | Yes,Not Specified | Black | White,Male | Male | Male,32 | 27 | 34,5 | 5 | 5,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male,Black | Black | Black,34 | 25 | 39,Small | Small | Small,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes | Yes,Yes | Yes | Yes,Yes | Yes | Yes,,Flight from an Officer,No | No | No
FTN2023-0390,09/05/2023,FOB - Field Operations Bureau,6th District | 7th District,Day Watch,Day Watch,Unknown Working Status | Regular Working,Between 3pm-11pm | Unknown Shift Hours,Completed,UOF Justified,Arresting | Call for Service,Good | Poor,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes,Black | Hispanic | White,Male | Male | Male,42 | 37 | 29,15 | 4 | 3,1 feet to 3 feet | 0 feet to 1 feet,Male | Male,Black | Black,16 | 21,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No | No
FTN2023-0391,09/07/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Black | White,Male | Male,30 | 34,6 | 5,4 feet to 6 feet,Male,Black,40,Large,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No | No
FTN2023-0396,09/12/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Rifle (Pointed) | Hands | Rifle (Pointed) | Rifle (Pointed),L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes,White | White | Black | Black,Male | Male | Male | Male,43 | 30 | 34 | 47,17 | 7 | 5 | 5,1 feet to 3 feet,Male,Black,55,Medium,5'10'' to 6'0'',No,Yes,Yes,,Resisting Officer w/Weapon,No | No | No | No
FTN2023-0397,09/13/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,Not Specified | Black,Male | Male,32 | 27,5 | 5,1 feet to 3 feet,Female,Black,29,XLarge,6'1'' to 6'3'',No,Yes,No,,Resisting Lawful Arrest,No | Yes
FTN2023-0398,09/14/2023,FOB - Field Operations Bureau,2nd District,DIU Persons,DIU Persons DIU,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,16,7 feet to 10 feet,Male,Black,23,Small,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2023-0399,09/15/2023,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Gas Dispersant | Gas Dispersant | Firearm (Exhibited) | Distraction Device,L2 | L2 | L1 | L2,Unknown,Yes | Yes | Yes | Yes,Black | Black |  | Black,Male | Male |  | Male,37 | 35 |  | 31,16 | 11 |  | 5,11 feet to 14 feet,,,,Small,5'7'' to 5'9'',No,No,No,,Tactical Deployments,No | No | No | No
FTN2023-0400,09/17/2023,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Unknown Drugs,Yes | Yes | Yes,Black | White | White,Male | Female | Male,50 | 46 | 22,24 | 2 | 1,*Direct Contact,Male,Black,29,Medium,6'1'' to 6'3'',Yes,Yes,No,,Resisting Lawful Detention,No | No | No
FTN2023-0403,09/18/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Poor,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,31,7,0 feet to 1 feet,Male,Black,16,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2023-0402,09/18/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Flagged Down,Good,Clear Conditions,- Hands (with injury) | Hands | Hands,L2 | L1 | L1,None detected,Yes | Yes | Yes,Black | Black | Black,Female | Male | Female,40 | 42 | 40,2 | 15 | 19,*Direct Contact,Male,Black,19,Small,5'4'' to 5'6'',Yes,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0404,09/19/2023,ISB - Investigative Services Bureau,CE & CL,Evidence,1st Platoon,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,43,19,11 feet to 14 feet,Male,Black,33,XLarge,5'4'' to 5'6'',No,Yes,No,,Tactical Deployments,No
FTN2023-0405,09/20/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,Yes,Hispanic,Male,31,7,0 feet to 1 feet,Male,Black,40,Medium,5'10'' to 6'0'',Yes,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0407,09/20/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,10,4 feet to 6 feet,Male,White,39,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0406,09/20/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,29,5,1 feet to 3 feet,Female,Black,26,Small,5'0'' to 5'3'',No,No,No,,Weapon Exhibited,No
FTN2023-0409,09/22/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,44 | 27 | 26,23 | 2 | 2,19 feet to 21 feet,Male,Black,29,Small,5'0'' to 5'3'',No,Yes,Yes,,Resisting Officer w/Weapon,No | No | No
FTN2023-0410,09/23/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited) | CEW Deployment,L1 | L2,Unknown Drugs,Yes | No,Not Specified | Not Specified,Male | Male,32 | 32,5 | 5,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0412,09/24/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Flagged Down,Good,Clear Conditions,Hands | Takedown (w/injury),L1 | L2,Unknown,Yes | Yes,Black | Black,Male | Male,43 | 43,19 | 19,0 feet to 1 feet,Female,Black,25,Medium,5'7'' to 5'9'',No,Yes,Yes,,refuse verbal commands,No | No
FTN2023-0411,09/24/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,47,15,*Direct Contact,Female,Black,29,XLarge,5'4'' to 5'6'',No,Yes,No,,Resisting Mental Commitment,No
FTN2023-0413,09/26/2023,FOB - Field Operations Bureau,5th District,DIU Property,DIU Property DIU,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Flagged Down,Good,Clear Conditions,CEW Deployment | CEW Deployment | Force (Take Down),L2 | L2 | L2,Unknown,No | Yes | Yes,White | White | White,Male | Male | Male,46 | 46 | 46,14 | 14 | 14,*Direct Contact,Male,Black,54,Medium,5'10'' to 6'0'',No,Yes,Yes,,Battery on Police Officer,No | No | No
FTN2023-0415,09/28/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Black,Male,29,5,0 feet to 1 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,No,,Resisting Lawful Detention,No
FTN2023-0414,09/28/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Force (Take Down) | Force (Take Down),L2 | L2,None detected,Yes | Yes,Asian/Pacific Islander | Black,Male | Male,40 | 22,15 | 1,*Direct Contact,Male,Black,43,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0416,09/29/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Force (Escort Tech) | Force (Escort Tech) | Hands | Force (Escort Tech) | Hands,L1 | L1 | L1 | L1 | L1 | L1,Unknown,Yes | Yes | Yes | Yes | Yes | Yes,White | White | White | White | White | White,Male | Male | Male | Male | Male | Male,49 | 49 | 45 | 45 | 32 | 32,15 | 15 | 6 | 6 | 1 | 1,0 feet to 1 feet,Male,Black,29,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No | No | No | No | No | No
FTN2023-0418,10/05/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,35,2,*Direct Contact,Female,White,40,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2023-0419,10/05/2023,FOB - Field Operations Bureau,7th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Take Down),L2,Unknown | Unknown,Yes,White,Male,26,1,0 feet to 1 feet | 0 feet to 1 feet,Male | Female,Black | Black,17 | 17,Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'',No | No,Yes | Yes,Yes | Yes,,Resisting Lawful Arrest,No
FTN2023-0423,10/06/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Takedown (w/injury) | Force (Take Down),L2 | L2,Unknown Drugs,Yes | Yes,Black | Black,Male | Male,47 | 29,18 | 5,*Direct Contact,Male,Black,54,Small,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0421,10/06/2023,FOB - Field Operations Bureau,4th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Unknown,Yes,Black,Male,22,1,*Direct Contact,Male,White,32,Small,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Detention,No
FTN2023-0422,10/06/2023,FOB - Field Operations Bureau,7th District,7th District,Patrol,Paid Detail,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Head Strike (No Wep),L1 | L3,None detected,Yes | Yes,Black | Black,Male | Male,29 | 29,4 | 4,*Direct Contact,Male,Black,36,Large,5'10'' to 6'0'',No,No,Yes,,Battery on Police Officer,No | No
FTN2023-0450,10/07/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | CEW Deployment,L1 | L2,Unknown,No | No,White | White,Male | Male,33 | 33,4 | 4,0 feet to 1 feet,Male,Black,22,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0426,10/10/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,Black | Black | Hispanic,Male | Male | Male,48 | 46 | 27,20 | 26 | 2,*Direct Contact,Male,White,70,Medium,6'1'' to 6'3'',No,Yes,Yes,,refuse verbal commands,No | No | No
FTN2023-0427,10/11/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,None detected,No,Black,Male,27,4,11 feet to 14 feet,Male,Black,33,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2023-0429,10/11/2023,FOB - Field Operations Bureau,8th District,8th District,Patrol,Unknown Working Status,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,Hands | Hands,L1 | L1,Unknown,Yes | Yes,Black | Hispanic,Male | Male,62 | 30,22 | 7,*Direct Contact,Male,Black,38,Large,5'10'' to 6'0'',Yes,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0107,02/21/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,64,15,0 feet to 1 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0430,10/12/2023,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | White | White,Male | Male | Male,46 | 50 | 28,0 | 2 | 1,*Direct Contact,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0433,10/18/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Head Strike (No Wep),L1 | L3,Unknown,No | No,Hispanic | Hispanic,Male | Male,31 | 31,7 | 7,*Direct Contact,Male,Black,29,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Officer w/Weapon,No | No
FTN2023-0434,10/19/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,57 | 29,33 | 0,0 feet to 1 feet,Female,Black,35,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Detention,No | No
FTN2023-0436,10/21/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,Alchohol,Yes | Yes,White | White,Male | Male,44 | 50,19 | 1,0 feet to 1 feet,Male,White,31,Small,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0437,10/21/2023,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,Unknown,Yes | Yes,White | White,Female | Male,44 | 31,9 | 1,0 feet to 1 feet,Male,Black,0,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Detention,No | No
FTN2023-0439,10/25/2023,FOB - Field Operations Bureau,1st District,1st District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,41,16,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2023-0438,10/25/2023,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Hispanic,Male,37,8,*Direct Contact,Male,Black,31,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Mental Commitment,No
FTN2023-0440,10/27/2023,FOB - Field Operations Bureau,SOD,Tactical Section,Tact 1,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Black | Black,Male | Male,35 | 29,11 | 7,11 feet to 14 feet,Male,Black,59,Small,5'10'' to 6'0'',No,No,Yes,,Tactical Deployments,No | No
FTN2023-0441,10/28/2023,FOB - Field Operations Bureau,1st District,1st District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Alchohol and unknown drugs,Yes,Black,Male,48,20,*Direct Contact,Male,Black,31,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Detention,No
FTN2023-0442,10/29/2023,FOB - Field Operations Bureau,2nd District,2nd District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,39,14,*Direct Contact,Female,White,34,Medium,5'4'' to 5'6'',No,Yes,Yes,,Resisting Mental Commitment,No
FTN2023-0445,11/01/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown Drugs,Yes,Hispanic,Male,58,16,*Direct Contact,Male,Black,35,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Detention,No
FTN2023-0444,11/01/2023,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Unknown Shift Hours,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Handcuffed Subject | Hands | Hands | Takedown (no injury) | Takedown (no injury),L1 | L4 | L1 | L1 | L1 | L1,Mentally unstable,Yes | No | Yes | Yes | Yes | Yes,Black | Black | Black | Black | Black | Black,Male | Male | Male | Male | Male | Female,64 | 64 | 54 | 53 | 39 | 35,15 | 15 | 26 | 7 | 6 | 5,*Direct Contact,Male,Black,31,Medium,5'10'' to 6'0'',No,Yes,No,,Resisting Lawful Detention,No | No | No | No | No | No
FTN2023-0447,11/03/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Black | White,Male | Female,23 | 25,2 | 2,11 feet to 14 feet,Female,Black,75,Medium,5'4'' to 5'6'',No,No,No,,Weapon Exhibited,No | No
FTN2023-0449,11/05/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown Drugs,Yes | Yes,Black | Black,Male | Female,48 | 35,20 | 2,4 feet to 6 feet,Male,Black,37,Small,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No | No
FTN2023-0452,11/06/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Other,L1,None detected,Yes,Hispanic,Male,31,7,1 feet to 3 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0454,11/09/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Poor,Rainy Conditions - Light,Hands | Hands,L1 | L1,Mentally unstable,Yes | Yes,Black | White,Male | Male,47 | 29,9 | 7,0 feet to 1 feet,Male,White,44,Medium,5'10'' to 6'0'',No,No,Yes,,Battery on Police Officer,No | No
FTN2023-0457,11/09/2023,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,40,16,4 feet to 6 feet,Male,Black,42,Small,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0461,11/14/2023,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,Takedown (no injury),L1,None detected | None detected,Yes,White,Male,33,4,0 feet to 1 feet | 0 feet to 1 feet, | Male, | Black, | 14,Small | Small,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,No | No,No | No,,Flight from an Officer,No
FTN2023-0460,11/14/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Other,L1 | L2,None detected,Yes | Yes,Black | Black,Male | Male,23 | 23,2 | 2,*Direct Contact,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0462,11/15/2023,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,CEW Deployment,L2,Mentally unstable,No,Black,Male,60,25,4 feet to 6 feet,Male,Black,27,Medium,5'10'' to 6'0'',Yes,Yes,No,,Resisting Mental Commitment,No
FTN2023-0463,11/15/2023,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,White | White,Male | Male,45 | 45,6 | 6,*Direct Contact,Male,White,,Medium,5'0'' to 5'3'',No,No,No,,Resisting Mental Commitment,No | No
FTN2023-0464,11/16/2023,FOB - Field Operations Bureau,6th District,DIU Staff,DIU Staff DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown,Yes | Yes | Yes,White | White | Black,Male | Female | Male,38 | 48 | 33,16 | 16 | 8,4 feet to 6 feet,Male,Black,71,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Officer w/Weapon,No | No | No
FTN2023-0466,11/19/2023,FOB - Field Operations Bureau,Districts,8th District,Investigations,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,36 | 38,6 | 5,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0467,11/19/2023,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,Black | Black | White,Male | Female | Male,39 | 35 | 29,19 | 6 | 3,*Direct Contact,Female,Black,22,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No | No | No
FTN2023-0470,11/20/2023,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,- Hands (with injury) | Force (Take Down) | - Hands (with injury),L2 | L2 | L2,Unknown,Yes | Yes | Yes,White | White | White,Male | Male | Female,32 | 32 | ,7 | 7 | 0,*Direct Contact,Male,Black,40,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Detention,No | No | No
